system:index,Date,District,EVI,Month,NDVI,Year,.geo
2019_06_10_3,2019-06-10,Hambantota,,6,,2019,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2019_06_10_4,2019-06-10,Monaragala,0.3718,6,0.6347,2019,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2019_06_10_5,2019-06-10,Jaffna,0.3122,6,0.463,2019,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2019_06_26_0,2019-06-26,Matale,0.3539,6,0.4774,2019,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2019_06_26_1,2019-06-26,Anuradhapura,0.4171,6,0.5837,2019,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2019_06_26_2,2019-06-26,Polonnaruwa,0.4024,6,0.5673,2019,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2019_06_26_3,2019-06-26,Hambantota,,6,,2019,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2019_06_26_4,2019-06-26,Monaragala,0.5188,6,0.7163,2019,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2019_06_26_5,2019-06-26,Jaffna,0.2748,6,0.4078,2019,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2019_07_12_0,2019-07-12,Matale,0.144,7,0.4611,2019,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2019_07_12_1,2019-07-12,Anuradhapura,0.2843,7,0.3924,2019,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2019_07_12_2,2019-07-12,Polonnaruwa,0.3485,7,0.6,2019,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2019_07_12_3,2019-07-12,Hambantota,,7,,2019,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2019_07_12_4,2019-07-12,Monaragala,0.3812,7,0.6219,2019,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2019_07_12_5,2019-07-12,Jaffna,0.2375,7,0.4578,2019,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2019_07_28_0,2019-07-28,Matale,0.3782,7,0.4117,2019,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2019_07_28_1,2019-07-28,Anuradhapura,0.3631,7,0.5576,2019,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2019_07_28_2,2019-07-28,Polonnaruwa,0.408,7,0.6341,2019,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2019_07_28_3,2019-07-28,Hambantota,,7,,2019,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2019_07_28_4,2019-07-28,Monaragala,0.4486,7,0.6562,2019,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2019_07_28_5,2019-07-28,Jaffna,0.3097,7,0.6085,2019,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2019_08_13_0,2019-08-13,Matale,0.2695,8,0.3553,2019,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2019_08_13_1,2019-08-13,Anuradhapura,0.3955,8,0.5318,2019,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2019_08_13_2,2019-08-13,Polonnaruwa,0.3431,8,0.6451,2019,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2019_08_13_3,2019-08-13,Hambantota,,8,,2019,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2019_08_13_4,2019-08-13,Monaragala,0.2586,8,0.6191,2019,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2019_08_13_5,2019-08-13,Jaffna,0.3904,8,0.5528,2019,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2019_08_29_0,2019-08-29,Matale,0.2941,8,0.3096,2019,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2019_08_29_1,2019-08-29,Anuradhapura,0.3566,8,0.5043,2019,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2019_08_29_2,2019-08-29,Polonnaruwa,0.2983,8,0.4351,2019,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2019_08_29_3,2019-08-29,Hambantota,,8,,2019,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2019_08_29_4,2019-08-29,Monaragala,0.3067,8,0.4518,2019,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2019_08_29_5,2019-08-29,Jaffna,0.2825,8,0.4288,2019,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2019_09_14_0,2019-09-14,Matale,0.2494,9,0.432,2019,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2019_09_14_1,2019-09-14,Anuradhapura,0.3073,9,0.4141,2019,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2019_09_14_2,2019-09-14,Polonnaruwa,0.376,9,0.4412,2019,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2019_09_14_3,2019-09-14,Hambantota,,9,,2019,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2019_09_14_4,2019-09-14,Monaragala,0.2735,9,0.3748,2019,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2019_09_14_5,2019-09-14,Jaffna,0.2925,9,0.4762,2019,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2019_09_30_0,2019-09-30,Matale,0.4012,9,0.5627,2019,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2019_09_30_1,2019-09-30,Anuradhapura,0.4568,9,0.6428,2019,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2019_09_30_2,2019-09-30,Polonnaruwa,0.3198,9,0.4904,2019,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2019_09_30_3,2019-09-30,Hambantota,,9,,2019,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2019_09_30_4,2019-09-30,Monaragala,0.4492,9,0.5897,2019,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2019_09_30_5,2019-09-30,Jaffna,0.3924,9,0.5574,2019,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2019_10_16_0,2019-10-16,Matale,0.2549,10,0.492,2019,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2019_10_16_1,2019-10-16,Anuradhapura,0.1537,10,0.4681,2019,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2019_10_16_2,2019-10-16,Polonnaruwa,0.2958,10,0.5142,2019,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2019_10_16_3,2019-10-16,Hambantota,0.1216,10,0.1874,2019,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2019_10_16_4,2019-10-16,Monaragala,0.3396,10,0.5555,2019,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2019_10_16_5,2019-10-16,Jaffna,0.2313,10,0.2885,2019,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2019_11_01_0,2019-11-01,Matale,0.4091,11,0.6486,2019,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2019_11_01_1,2019-11-01,Anuradhapura,0.2356,11,0.38,2019,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2019_11_01_2,2019-11-01,Polonnaruwa,0.3691,11,0.6091,2019,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2019_11_01_3,2019-11-01,Hambantota,,11,,2019,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2019_11_01_4,2019-11-01,Monaragala,0.3348,11,0.6562,2019,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2019_11_01_5,2019-11-01,Jaffna,0.4677,11,0.8373,2019,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2019_11_17_0,2019-11-17,Matale,0.2613,11,0.588,2019,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2019_11_17_1,2019-11-17,Anuradhapura,0.483,11,0.6161,2019,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2019_11_17_2,2019-11-17,Polonnaruwa,0.2958,11,0.5081,2019,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2019_11_17_3,2019-11-17,Hambantota,,11,,2019,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2019_11_17_4,2019-11-17,Monaragala,0.304,11,0.5504,2019,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2019_11_17_5,2019-11-17,Jaffna,0.2793,11,0.4153,2019,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2019_12_03_0,2019-12-03,Matale,0.3281,12,0.5254,2019,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2019_12_03_1,2019-12-03,Anuradhapura,0.3213,12,0.5068,2019,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2019_12_03_2,2019-12-03,Polonnaruwa,0.3659,12,0.4837,2019,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2019_12_03_3,2019-12-03,Hambantota,,12,,2019,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2019_12_03_4,2019-12-03,Monaragala,0.2228,12,0.2619,2019,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2019_12_03_5,2019-12-03,Jaffna,0.3572,12,0.7809,2019,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2019_12_19_0,2019-12-19,Matale,0.2452,12,0.5395,2019,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2019_12_19_1,2019-12-19,Anuradhapura,0.3606,12,0.6829,2019,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2019_12_19_2,2019-12-19,Polonnaruwa,0.2625,12,0.5219,2019,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2019_12_19_3,2019-12-19,Hambantota,,12,,2019,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2019_12_19_4,2019-12-19,Monaragala,0.3142,12,0.6358,2019,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2019_12_19_5,2019-12-19,Jaffna,0.1592,12,0.7626,2019,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2020_01_01_0,2020-01-01,Matale,0.378,1,0.5976,2020,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2020_01_01_1,2020-01-01,Anuradhapura,0.3993,1,0.6617,2020,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2020_01_01_2,2020-01-01,Polonnaruwa,0.3545,1,0.6634,2020,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2020_01_01_3,2020-01-01,Hambantota,,1,,2020,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2020_01_01_4,2020-01-01,Monaragala,0.3348,1,0.6206,2020,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2020_01_01_5,2020-01-01,Jaffna,0.1697,1,0.6029,2020,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2020_01_17_0,2020-01-17,Matale,0.3297,1,0.5836,2020,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2020_01_17_1,2020-01-17,Anuradhapura,0.4545,1,0.663,2020,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2020_01_17_2,2020-01-17,Polonnaruwa,0.3544,1,0.6369,2020,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2020_01_17_3,2020-01-17,Hambantota,,1,,2020,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2020_01_17_4,2020-01-17,Monaragala,0.3366,1,0.678,2020,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2020_01_17_5,2020-01-17,Jaffna,0.3272,1,0.4989,2020,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2020_02_02_0,2020-02-02,Matale,0.3053,2,0.5309,2020,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2020_02_02_1,2020-02-02,Anuradhapura,0.376,2,0.6161,2020,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2020_02_02_2,2020-02-02,Polonnaruwa,0.3799,2,0.6375,2020,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2020_02_02_3,2020-02-02,Hambantota,0.3576,2,0.6424,2020,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2020_02_02_4,2020-02-02,Monaragala,0.275,2,0.4929,2020,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2020_02_02_5,2020-02-02,Jaffna,0.3196,2,0.5635,2020,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2020_02_18_0,2020-02-18,Matale,0.1964,2,0.4426,2020,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2020_02_18_1,2020-02-18,Anuradhapura,0.3515,2,0.5848,2020,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2020_02_18_2,2020-02-18,Polonnaruwa,0.3603,2,0.5391,2020,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2020_02_18_3,2020-02-18,Hambantota,,2,,2020,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2020_02_18_4,2020-02-18,Monaragala,0.5536,2,0.734,2020,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2020_02_18_5,2020-02-18,Jaffna,0.3456,2,0.5701,2020,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2020_03_05_0,2020-03-05,Matale,0.2191,3,0.4362,2020,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2020_03_05_1,2020-03-05,Anuradhapura,0.3123,3,0.5735,2020,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2020_03_05_2,2020-03-05,Polonnaruwa,0.3618,3,0.636,2020,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2020_03_05_3,2020-03-05,Hambantota,0.3758,3,0.6533,2020,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2020_03_05_4,2020-03-05,Monaragala,0.3105,3,0.5656,2020,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2020_03_05_5,2020-03-05,Jaffna,0.3534,3,0.5249,2020,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2020_03_21_0,2020-03-21,Matale,0.2671,3,0.462,2020,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2020_03_21_1,2020-03-21,Anuradhapura,0.3145,3,0.5698,2020,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2020_03_21_2,2020-03-21,Polonnaruwa,0.3155,3,0.4446,2020,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2020_03_21_3,2020-03-21,Hambantota,,3,,2020,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2020_03_21_4,2020-03-21,Monaragala,0.3123,3,0.4644,2020,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2020_03_21_5,2020-03-21,Jaffna,0.2808,3,0.7061,2020,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2020_04_06_0,2020-04-06,Matale,0.3264,4,0.4868,2020,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2020_04_06_1,2020-04-06,Anuradhapura,0.3727,4,0.5661,2020,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2020_04_06_2,2020-04-06,Polonnaruwa,0.2507,4,0.4924,2020,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2020_04_06_3,2020-04-06,Hambantota,,4,,2020,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2020_04_06_4,2020-04-06,Monaragala,0.3052,4,0.4909,2020,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2020_04_06_5,2020-04-06,Jaffna,0.3119,4,0.5098,2020,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2020_04_22_0,2020-04-22,Matale,0.277,4,0.4276,2020,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2020_04_22_1,2020-04-22,Anuradhapura,0.3502,4,0.6001,2020,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2020_04_22_2,2020-04-22,Polonnaruwa,0.355,4,0.5619,2020,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2020_04_22_3,2020-04-22,Hambantota,,4,,2020,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2020_04_22_4,2020-04-22,Monaragala,0.4628,4,0.681,2020,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2020_04_22_5,2020-04-22,Jaffna,0.3944,4,0.573,2020,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2020_05_08_0,2020-05-08,Matale,0.329,5,0.5445,2020,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2020_05_08_1,2020-05-08,Anuradhapura,0.4103,5,0.6154,2020,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2020_05_08_2,2020-05-08,Polonnaruwa,0.3033,5,0.5351,2020,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2020_05_08_3,2020-05-08,Hambantota,,5,,2020,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2020_05_08_4,2020-05-08,Monaragala,0.2473,5,0.4522,2020,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2020_05_08_5,2020-05-08,Jaffna,0.4375,5,0.5965,2020,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2020_05_24_0,2020-05-24,Matale,0.2551,5,0.4697,2020,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2020_05_24_1,2020-05-24,Anuradhapura,0.3892,5,0.5882,2020,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2020_05_24_2,2020-05-24,Polonnaruwa,0.3503,5,0.6425,2020,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2020_05_24_3,2020-05-24,Hambantota,,5,,2020,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2020_05_24_4,2020-05-24,Monaragala,0.3677,5,0.658,2020,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2020_05_24_5,2020-05-24,Jaffna,0.2824,5,0.3747,2020,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2020_06_09_0,2020-06-09,Matale,0.2477,6,0.418,2020,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2020_06_09_1,2020-06-09,Anuradhapura,0.459,6,0.6151,2020,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2020_06_09_2,2020-06-09,Polonnaruwa,0.4065,6,0.6156,2020,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2020_06_09_3,2020-06-09,Hambantota,0.2894,6,0.4767,2020,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2020_06_09_4,2020-06-09,Monaragala,0.3232,6,0.5401,2020,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2020_06_09_5,2020-06-09,Jaffna,0.3815,6,0.5534,2020,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2020_06_25_0,2020-06-25,Matale,0.2599,6,0.4286,2020,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2020_06_25_1,2020-06-25,Anuradhapura,0.3692,6,0.6837,2020,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2020_06_25_2,2020-06-25,Polonnaruwa,0.3909,6,0.5973,2020,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2020_06_25_3,2020-06-25,Hambantota,0.1738,6,0.2717,2020,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2020_06_25_4,2020-06-25,Monaragala,0.3982,6,0.665,2020,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2020_06_25_5,2020-06-25,Jaffna,0.3461,6,0.5716,2020,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2020_07_11_0,2020-07-11,Matale,0.3354,7,0.512,2020,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2020_07_11_1,2020-07-11,Anuradhapura,0.5941,7,0.6925,2020,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2020_07_11_2,2020-07-11,Polonnaruwa,0.4331,7,0.6291,2020,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2020_07_11_3,2020-07-11,Hambantota,,7,,2020,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2020_07_11_4,2020-07-11,Monaragala,0.4029,7,0.5875,2020,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2020_07_11_5,2020-07-11,Jaffna,0.2725,7,0.4454,2020,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2020_07_27_0,2020-07-27,Matale,0.0873,7,0.0921,2020,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2020_07_27_1,2020-07-27,Anuradhapura,0.4726,7,0.6436,2020,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2020_07_27_2,2020-07-27,Polonnaruwa,0.4109,7,0.6355,2020,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2020_07_27_3,2020-07-27,Hambantota,,7,,2020,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2020_07_27_4,2020-07-27,Monaragala,0.329,7,0.5152,2020,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2020_07_27_5,2020-07-27,Jaffna,0.2247,7,0.3253,2020,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2020_08_12_0,2020-08-12,Matale,0.206,8,0.4167,2020,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2020_08_12_1,2020-08-12,Anuradhapura,0.3607,8,0.6462,2020,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2020_08_12_2,2020-08-12,Polonnaruwa,0.386,8,0.5171,2020,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2020_08_12_3,2020-08-12,Hambantota,,8,,2020,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2020_08_12_4,2020-08-12,Monaragala,0.4652,8,0.6617,2020,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2020_08_12_5,2020-08-12,Jaffna,0.3969,8,0.5827,2020,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2020_08_28_0,2020-08-28,Matale,0.2352,8,0.3671,2020,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2020_08_28_1,2020-08-28,Anuradhapura,0.3387,8,0.5684,2020,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2020_08_28_2,2020-08-28,Polonnaruwa,0.4526,8,0.6048,2020,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2020_08_28_3,2020-08-28,Hambantota,,8,,2020,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2020_08_28_4,2020-08-28,Monaragala,0.5305,8,0.717,2020,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2020_08_28_5,2020-08-28,Jaffna,0.1569,8,0.1764,2020,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2020_09_13_0,2020-09-13,Matale,0.2337,9,0.3357,2020,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2020_09_13_1,2020-09-13,Anuradhapura,0.5085,9,0.6323,2020,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2020_09_13_2,2020-09-13,Polonnaruwa,0.3259,9,0.4553,2020,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2020_09_13_3,2020-09-13,Hambantota,,9,,2020,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2020_09_13_4,2020-09-13,Monaragala,0.3133,9,0.5375,2020,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2020_09_13_5,2020-09-13,Jaffna,0.342,9,0.5178,2020,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2020_09_29_0,2020-09-29,Matale,0.293,9,0.4609,2020,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2020_09_29_1,2020-09-29,Anuradhapura,0.4429,9,0.5959,2020,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2020_09_29_2,2020-09-29,Polonnaruwa,0.4283,9,0.5855,2020,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2020_09_29_3,2020-09-29,Hambantota,,9,,2020,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2020_09_29_4,2020-09-29,Monaragala,0.3726,9,0.5394,2020,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2020_09_29_5,2020-09-29,Jaffna,0.3655,9,0.578,2020,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2020_10_15_0,2020-10-15,Matale,0.2393,10,0.4489,2020,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2020_10_15_1,2020-10-15,Anuradhapura,0.3811,10,0.6218,2020,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2020_10_15_2,2020-10-15,Polonnaruwa,0.3531,10,0.526,2020,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2020_10_15_3,2020-10-15,Hambantota,,10,,2020,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2020_10_15_4,2020-10-15,Monaragala,0.3328,10,0.5542,2020,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2020_10_15_5,2020-10-15,Jaffna,0.3581,10,0.6375,2020,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2020_10_31_0,2020-10-31,Matale,0.3689,10,0.5739,2020,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2020_10_31_1,2020-10-31,Anuradhapura,0.4487,10,0.6102,2020,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2020_10_31_2,2020-10-31,Polonnaruwa,0.3265,10,0.5487,2020,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2020_10_31_3,2020-10-31,Hambantota,,10,,2020,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2020_10_31_4,2020-10-31,Monaragala,0.4098,10,0.7453,2020,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2020_10_31_5,2020-10-31,Jaffna,0.216,10,0.4077,2020,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2020_11_16_0,2020-11-16,Matale,0.3622,11,0.6378,2020,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2020_11_16_1,2020-11-16,Anuradhapura,0.4727,11,0.6505,2020,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2020_11_16_2,2020-11-16,Polonnaruwa,0.2788,11,0.5491,2020,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2020_11_16_3,2020-11-16,Hambantota,0.2048,11,0.3259,2020,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
